model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 2 Series,2018,Semi-Auto,3764,Petrol,145,53.3,1.5,19000
 4 Series,2017,Manual,13471,Petrol,145,46.3,2,17495
 i8,2016,Automatic,10087,Hybrid,0,134.5,1.5,48998
 X4,2018,Semi-Auto,5000,Diesel,145,40.4,3,36000
 M4,2020,Semi-Auto,40,Petrol,145,34,3,43000
 3 Series,2020,Semi-Auto,2000,Diesel,145,47.9,3,40000
 7 Series,2019,Semi-Auto,7970,Diesel,145,44.8,3,49000
 M2,2016,Semi-Auto,14712,Petrol,260,35.8,3,31000
 X7,2019,Semi-Auto,4900,Diesel,145,33.6,3,67000
 5 Series,2018,Semi-Auto,9671,Petrol,145,39.2,3,30500
 2 Series,2019,Semi-Auto,2070,Petrol,145,40.9,1.5,21500
 3 Series,2016,Semi-Auto,49104,Diesel,160,51.4,3,19500
 1 Series,2016,Semi-Auto,42792,Petrol,200,39.8,3,19000
 2 Series,2019,Semi-Auto,5555,Petrol,145,38.2,3,30000
 5 Series,2019,Semi-Auto,3555,Diesel,145,51.4,3,42500
 3 Series,2016,Semi-Auto,16890,Diesel,160,51.4,3,22500
 2 Series,2020,Semi-Auto,5550,Petrol,145,36.2,2,36000
 3 Series,2018,Semi-Auto,23555,Diesel,145,49.6,3,25000
 2 Series,2018,Manual,2683,Petrol,145,44.1,1.5,14998
 X1,2017,Semi-Auto,46622,Diesel,125,57.6,2,16998
 3 Series,2016,Semi-Auto,46392,Diesel,0,74.3,2,13298
 3 Series,2013,Semi-Auto,73845,Diesel,145,54.3,3,12298
 5 Series,2018,Semi-Auto,14052,Diesel,145,62.8,2,23998
 3 Series,2019,Semi-Auto,21165,Diesel,145,48.7,2,26498
 4 Series,2019,Semi-Auto,19856,Diesel,145,65.7,2,21998
 3 Series,2019,Semi-Auto,11974,Diesel,145,54.3,2,23298
 1 Series,2015,Manual,31652,Diesel,30,62.8,2,13500
 2 Series,2018,Automatic,6079,Diesel,145,51.4,2,17500
 1 Series,2019,Manual,7000,Diesel,145,68.9,2,16600
 2 Series,2016,Semi-Auto,10250,Diesel,30,62.8,2,16450
 X5,2019,Semi-Auto,4860,Diesel,145,37.7,3,49000
 X1,2019,Automatic,2984,Diesel,145,60.1,2,25500
 3 Series,2016,Manual,30679,Diesel,125,62.8,2,14000
 6 Series,2017,Semi-Auto,21083,Diesel,145,51.4,3,27500
 1 Series,2017,Manual,16423,Diesel,150,72.4,1.5,13500
 4 Series,2019,Manual,4000,Diesel,150,55.4,2,25000
 3 Series,2019,Semi-Auto,15114,Diesel,150,49.6,3,32000
 5 Series,2017,Semi-Auto,9750,Diesel,150,56.5,3,30000
 5 Series,2017,Semi-Auto,38649,Diesel,145,65.7,2,21900
 3 Series,2019,Semi-Auto,4600,Diesel,145,49.6,2,34900
 1 Series,2019,Semi-Auto,14822,Diesel,145,60.1,2,22700
 X2,2018,Semi-Auto,12887,Diesel,145,61.4,2,23900
 4 Series,2019,Semi-Auto,8142,Diesel,145,52.3,3,27450
 X5,2019,Semi-Auto,9584,Diesel,145,37.7,3,46600
 4 Series,2019,Semi-Auto,7667,Diesel,145,58.9,2,26800
 1 Series,2015,Semi-Auto,25499,Diesel,125,60.1,2,16450
 X1,2019,Manual,3715,Diesel,145,68.9,2,25000
 X2,2019,Automatic,49,Diesel,145,50.4,2,27000
 3 Series,2019,Automatic,5557,Diesel,145,49.6,2,32000
 2 Series,2019,Semi-Auto,2380,Petrol,145,40.9,1.5,21000
 2 Series,2019,Manual,3078,Petrol,145,39.8,1.5,21000
 2 Series,2019,Manual,1251,Petrol,145,42.8,1.5,21000
 2 Series,2019,Semi-Auto,2664,Petrol,145,50.4,2,23500
 2 Series,2019,Manual,1612,Petrol,145,42.8,1.5,20500
 4 Series,2018,Semi-Auto,6668,Diesel,145,65.7,2,20500
 2 Series,2019,Automatic,6679,Petrol,145,47.9,2,20500
 2 Series,2019,Automatic,1689,Petrol,145,50.4,2,20500
 5 Series,2017,Semi-Auto,24769,Diesel,145,60.1,3,24998
 4 Series,2018,Semi-Auto,26706,Diesel,150,58.9,2,20990
 X3,2016,Semi-Auto,12996,Diesel,150,54.3,2,18990
 2 Series,2019,Manual,1501,Petrol,145,42.8,1.5,19500
 2 Series,2019,Semi-Auto,2164,Diesel,145,49.6,2,23500
 M4,2020,Semi-Auto,30,Petrol,145,34,3,48000
 5 Series,2019,Automatic,3388,Diesel,145,60.1,3,29500
 2 Series,2015,Manual,28410,Petrol,30,57.6,1.5,12000
 2 Series,2019,Automatic,477,Petrol,145,47.9,2,24000
 5 Series,2019,Automatic,10654,Diesel,145,60.1,2,30000
 X2,2019,Automatic,2472,Diesel,145,48.7,2,29000
 4 Series,2019,Semi-Auto,1000,Diesel,150,60.1,2,25450
 X2,2018,Semi-Auto,7100,Diesel,150,61.4,2,24490
 X1,2014,Semi-Auto,49400,Diesel,165,51.4,2,12490
 2 Series,2019,Semi-Auto,9014,Diesel,145,49.6,2,19750
 5 Series,2017,Semi-Auto,23291,Diesel,145,65.7,2,21900
 X1,2018,Semi-Auto,12710,Petrol,145,44.8,2,21500
 3 Series,2018,Semi-Auto,9329,Diesel,145,51.4,3,27500
 X5,2018,Automatic,20630,Diesel,145,47.1,3,34756
 1 Series,2017,Semi-Auto,15907,Petrol,150,39.8,3,21514
 X1,2016,Semi-Auto,24347,Diesel,150,55.4,2,18998
 1 Series,2019,Manual,2574,Petrol,145,44.1,1.5,22000
 1 Series,2019,Manual,1906,Petrol,145,44.1,1.5,21000
 3 Series,2019,Semi-Auto,1397,Diesel,145,50.4,2,31000
 X5,2014,Automatic,38389,Diesel,200,47.1,3,25000
 5 Series,2018,Semi-Auto,23650,Diesel,145,53.3,3,23500
 1 Series,2013,Manual,48255,Diesel,30,62.8,2,10500
 3 Series,2013,Semi-Auto,21940,Diesel,125,58.9,2,15000
 X4,2020,Semi-Auto,857,Diesel,145,40.9,3,43000
 3 Series,2018,Semi-Auto,19950,Diesel,145,65.7,2,17998
 1 Series,2016,Semi-Auto,15621,Diesel,30,65.7,2,15498
 1 Series,2019,Semi-Auto,9983,Petrol,145,39.8,3,29398
 3 Series,2013,Manual,53352,Petrol,200,43.5,2,10420
 2 Series,2016,Semi-Auto,28099,Diesel,145,55.4,2,17998
 X1,2016,Semi-Auto,20874,Diesel,150,55.4,2,18998
 1 Series,2016,Semi-Auto,21037,Diesel,20,68.9,1.5,14398
 1 Series,2017,Manual,17888,Petrol,260,36.2,3,18998
 5 Series,2019,Semi-Auto,16466,Diesel,145,60.1,2,26498
 3 Series,2015,Semi-Auto,25243,Diesel,30,62.8,2,12998
 X1,2016,Manual,45484,Diesel,125,58.9,2,15998
 3 Series,2019,Semi-Auto,9624,Diesel,150,52.3,2,27998
 1 Series,2016,Manual,23879,Diesel,30,62.8,2,14998
 X1,2017,Semi-Auto,17922,Diesel,145,55.4,2,19998
 1 Series,2015,Semi-Auto,38279,Diesel,125,60.1,2,13998
 3 Series,2015,Manual,40325,Petrol,125,52.3,1.5,11998
 5 Series,2017,Semi-Auto,34296,Diesel,145,65.7,2,21498
 3 Series,2017,Semi-Auto,44075,Diesel,145,51.4,3,19698
 3 Series,2017,Semi-Auto,13102,Diesel,145,51.4,3,21498
 3 Series,2016,Manual,49669,Diesel,30,67.3,2,11998
 3 Series,2017,Semi-Auto,7926,Diesel,145,56.5,3,20498
 3 Series,2017,Semi-Auto,33384,Hybrid,0,134.5,2,18298
 3 Series,2016,Semi-Auto,38417,Diesel,30,67.3,2,13998
 1 Series,2019,Semi-Auto,10040,Diesel,145,67.3,2,19298
 3 Series,2019,Semi-Auto,13579,Diesel,145,48.7,2,26498
 3 Series,2013,Semi-Auto,74712,Petrol,205,42.8,2,10998
 3 Series,2013,Manual,72315,Diesel,30,61.4,2,10998
 3 Series,2013,Manual,44602,Diesel,30,61.4,2,10998
 X5,2013,Automatic,56003,Diesel,300,38.2,3,16498
 5 Series,2015,Semi-Auto,88333,Diesel,30,62.8,2,13498
 1 Series,2019,Semi-Auto,4061,Petrol,145,54.3,1.5,21998
 2 Series,2017,Semi-Auto,27997,Diesel,145,57.6,2,17998
 1 Series,2013,Manual,74772,Diesel,30,65.7,2,7998
 X5,2019,Semi-Auto,16644,Diesel,150,37.7,3,45995
 X1,2016,Semi-Auto,19850,Diesel,145,55.4,2,19498
 4 Series,2018,Semi-Auto,8441,Petrol,150,48.7,2,21498
 1 Series,2013,Manual,60741,Diesel,30,65.7,2,8298
 3 Series,2019,Semi-Auto,10629,Diesel,145,57.7,2,23498
 3 Series,2016,Semi-Auto,46673,Diesel,0,74.3,2,13798
 1 Series,2014,Semi-Auto,30954,Petrol,235,37.7,3,16998
 1 Series,2015,Semi-Auto,14501,Diesel,0,78.5,1.5,12498
 1 Series,2018,Manual,10374,Diesel,145,49.6,2,17498
 1 Series,2016,Manual,24382,Diesel,20,70.6,1.5,14498
 3 Series,2017,Semi-Auto,28332,Hybrid,0,134.5,2,18998
 3 Series,2019,Semi-Auto,6160,Petrol,150,44.8,2,20498
 3 Series,2019,Semi-Auto,11326,Diesel,145,54.3,2,23298
 3 Series,2017,Semi-Auto,21784,Diesel,145,56.5,3,21998
 1 Series,2013,Manual,73603,Diesel,30,62.8,2,6998
 3 Series,2016,Manual,64308,Diesel,20,68.9,2,11298
 X1,2016,Semi-Auto,20153,Diesel,145,55.4,2,19498
 3 Series,2017,Semi-Auto,56785,Diesel,145,51.4,3,19498
 5 Series,2014,Semi-Auto,34219,Diesel,200,47.9,3,18750
 X3,2014,Semi-Auto,63000,Diesel,145,54.3,2,15795
 3 Series,2015,Semi-Auto,46316,Petrol,160,46.3,2,13995
 X1,2017,Semi-Auto,33534,Diesel,150,55.4,2,17998
 3 Series,2016,Manual,16604,Diesel,30,64.2,2,16295
 3 Series,2017,Semi-Auto,24909,Diesel,145,62.8,2,17695
 1 Series,2018,Manual,19154,Diesel,150,49.6,2,16998
 2 Series,2020,Semi-Auto,914,Petrol,145,42.2,1.5,30000
 8 Series,2020,Semi-Auto,3000,Diesel,145,40.4,3,63000
 X3,2013,Semi-Auto,47111,Diesel,160,50.4,2,14000
 X3,2016,Semi-Auto,24002,Diesel,145,54.3,2,21000
 1 Series,2020,Manual,2000,Petrol,145,44.1,1.5,22000
 1 Series,2014,Semi-Auto,38689,Petrol,235,37.7,3,15000
 X4,2020,Semi-Auto,1608,Petrol,145,26.9,3,45500
 3 Series,2015,Semi-Auto,31915,Diesel,145,53.3,3,16998
 4 Series,2017,Semi-Auto,28912,Diesel,145,65.7,2,19498
 5 Series,2017,Semi-Auto,21068,Diesel,145,62.8,2,20998
 3 Series,2017,Semi-Auto,34118,Diesel,150,60.1,2,17998
 3 Series,2016,Semi-Auto,27146,Diesel,150,56.5,3,17498
 4 Series,2017,Automatic,37842,Diesel,145,65.7,2,17410
 2 Series,2016,Semi-Auto,18245,Diesel,145,55.4,2,18498
 3 Series,2018,Semi-Auto,16360,Diesel,145,57.7,2,22998
 3 Series,2019,Semi-Auto,8273,Diesel,145,48.7,2,26698
 4 Series,2016,Manual,24711,Petrol,160,46.3,2,14998
 3 Series,2016,Manual,43400,Diesel,125,58.9,2,14995
 3 Series,2019,Semi-Auto,7516,Diesel,145,54.3,2,23498
 4 Series,2019,Semi-Auto,17740,Diesel,145,65.7,2,21998
 3 Series,2019,Semi-Auto,8319,Diesel,145,48.7,2,27298
 3 Series,2019,Semi-Auto,18526,Diesel,145,48.7,2,26498
 X5,2016,Automatic,83269,Diesel,200,47.1,3,24998
 1 Series,2019,Manual,14847,Diesel,150,72.4,1.5,14698
 X1,2017,Automatic,33358,Diesel,125,60.1,2,17998
 1 Series,2018,Semi-Auto,17063,Petrol,145,36.7,2,17498
 1 Series,2013,Manual,34750,Diesel,30,65.7,2,8998
 X5,2014,Automatic,43946,Diesel,265,42.2,3,27995
 X1,2016,Semi-Auto,21621,Diesel,145,55.4,2,19998
 5 Series,2018,Semi-Auto,13197,Hybrid,140,156.9,2,27498
 3 Series,2015,Semi-Auto,87795,Diesel,125,60.1,2,12498
 1 Series,2016,Semi-Auto,50525,Diesel,30,65.7,2,13998
 1 Series,2016,Semi-Auto,42001,Diesel,20,68.9,1.5,13498
 1 Series,2014,Manual,20990,Diesel,30,64.2,2,11998
 1 Series,2014,Automatic,56379,Petrol,145,48.7,1.6,10998
 3 Series,2015,Manual,50730,Diesel,20,68.9,2,12498
 X1,2016,Manual,29018,Diesel,125,58.9,2,17698
 3 Series,2013,Semi-Auto,46121,Diesel,30,62.8,2,9998
 4 Series,2017,Semi-Auto,16463,Diesel,145,65.7,2,19498
 3 Series,2016,Semi-Auto,39239,Hybrid,0,134.5,2,17498
 5 Series,2018,Semi-Auto,15032,Diesel,145,68.9,2,24498
 X1,2016,Semi-Auto,28813,Diesel,145,55.4,2,18498
 3 Series,2019,Semi-Auto,6394,Diesel,150,54.3,2,22998
 X5,2019,Semi-Auto,100,Diesel,150,37.7,3,58898
 3 Series,2017,Semi-Auto,14997,Diesel,145,51.4,3,20998
 2 Series,2016,Semi-Auto,14313,Petrol,125,51.4,1.5,15498
 5 Series,2014,Semi-Auto,82681,Diesel,30,62.8,2,9998
 1 Series,2017,Manual,37919,Diesel,20,72.4,1.5,12498
 1 Series,2016,Manual,38276,Diesel,20,70.6,1.5,12498
 3 Series,2017,Manual,21105,Petrol,150,48.7,2,14498
 3 Series,2019,Semi-Auto,9091,Diesel,150,52.3,2,27498
 2 Series,2017,Semi-Auto,25405,Diesel,150,64.2,2,16498
 1 Series,2017,Semi-Auto,23699,Petrol,200,39.8,3,21498
 3 Series,2019,Semi-Auto,7237,Diesel,145,60.1,2,21998
 3 Series,2019,Semi-Auto,15002,Diesel,145,48.7,2,26998
 5 Series,2018,Semi-Auto,19479,Diesel,145,46.3,2,25998
 3 Series,2019,Automatic,12249,Diesel,145,62.8,2,22898
 1 Series,2019,Automatic,10565,Diesel,145,72.4,1.5,17498
 3 Series,2018,Semi-Auto,28180,Petrol,145,48.7,2,20998
 1 Series,2017,Semi-Auto,40228,Diesel,125,60.1,2,15498
 5 Series,2015,Manual,60529,Diesel,30,65.7,2,11450
 X6,2016,Semi-Auto,26782,Diesel,200,44.8,3,30998
 X2,2019,Manual,5687,Petrol,150,41.5,1.5,21998
 6 Series,2015,Semi-Auto,51412,Diesel,160,49.6,3,17498
 3 Series,2016,Semi-Auto,28762,Diesel,160,51.4,3,18998
 1 Series,2016,Automatic,30300,Diesel,30,65.7,2,14998
 i3,2017,Automatic,41949,Hybrid,140,470.8,0,19998
 3 Series,2017,Semi-Auto,16943,Petrol,150,51.4,2,15998
 3 Series,2017,Manual,13309,Petrol,150,48.7,2,14998
 3 Series,2019,Semi-Auto,7098,Petrol,150,41.5,2,26498
 4 Series,2019,Semi-Auto,4125,Diesel,145,50.4,3,31898
 M4,2016,Semi-Auto,26363,Petrol,305,34,3,29998
 2 Series,2016,Semi-Auto,29139,Petrol,205,39.8,3,19999
 3 Series,2016,Semi-Auto,44888,Diesel,160,51.4,3,17998
 3 Series,2016,Semi-Auto,19125,Diesel,150,53.3,3,18998
 2 Series,2017,Manual,12248,Petrol,125,53.3,1.5,15998
 2 Series,2015,Manual,60891,Diesel,20,68.9,2,9698
 2 Series,2018,Semi-Auto,7202,Petrol,145,38.2,2,18498
 5 Series,2017,Semi-Auto,19864,Diesel,145,65.7,2,22498
 3 Series,2016,Semi-Auto,58872,Diesel,30,67.3,2,14498
 X1,2017,Semi-Auto,11000,Diesel,150,55.4,2,19862
 X7,2019,Automatic,5203,Petrol,145,24.8,3,68898
 5 Series,2016,Semi-Auto,16555,Diesel,160,51.4,2,19998
 3 Series,2017,Semi-Auto,19505,Diesel,145,51.4,3,22998
 X3,2019,Semi-Auto,2451,Diesel,145,54.3,2,35998
 7 Series,2019,Semi-Auto,17501,Diesel,145,41.5,3,48898
 X2,2019,Manual,4174,Diesel,145,48.7,2,24998
 5 Series,2019,Semi-Auto,4917,Diesel,145,65.7,2,26898
 1 Series,2019,Manual,4100,Petrol,150,41.5,1.5,21898
 4 Series,2016,Semi-Auto,22566,Diesel,145,55.4,3,18500
 1 Series,2015,Manual,17846,Petrol,300,35.3,3,16314
 3 Series,2019,Semi-Auto,10171,Petrol,145,41.5,2,29998
 5 Series,2017,Semi-Auto,20279,Hybrid,135,156.9,2,25498
 X5,2016,Automatic,14626,Diesel,235,42.8,3,35498
 3 Series,2019,Semi-Auto,14793,Diesel,145,48.7,2,27498
 X1,2016,Semi-Auto,20259,Diesel,145,55.4,2,18998
 3 Series,2017,Semi-Auto,10305,Diesel,145,56.5,3,21898
 1 Series,2016,Manual,22103,Diesel,20,72.4,1.5,12498
 3 Series,2016,Semi-Auto,44600,Diesel,145,56.5,3,16998
 X1,2017,Semi-Auto,19682,Petrol,160,44.8,2,21498
 1 Series,2017,Manual,33094,Diesel,20,72.4,1.5,13998
 3 Series,2019,Semi-Auto,9632,Diesel,145,49.6,2,35998
 3 Series,2016,Semi-Auto,44635,Diesel,0,74.3,2,12950
 3 Series,2017,Semi-Auto,26630,Petrol,125,51.4,2,15127
 3 Series,2014,Semi-Auto,49500,Diesel,30,62.8,2,11470
 4 Series,2014,Manual,22908,Diesel,125,58.9,2,13991
 3 Series,2016,Semi-Auto,32382,Diesel,200,49.6,3,19298
 4 Series,2019,Semi-Auto,16616,Diesel,145,65.7,2,21998
 3 Series,2016,Automatic,24709,Diesel,145,53.3,3,18998
 4 Series,2016,Semi-Auto,36435,Diesel,165,52.3,3,18498
 3 Series,2016,Semi-Auto,34860,Petrol,125,54.3,1.5,13798
 5 Series,2016,Automatic,28695,Diesel,145,53.3,3,17998
 X1,2016,Automatic,13085,Diesel,145,55.4,2,19998
 3 Series,2018,Semi-Auto,16159,Petrol,145,48.7,2,19998
 4 Series,2017,Automatic,43111,Diesel,145,65.7,2,17998
 4 Series,2017,Automatic,13941,Petrol,145,48.7,2,21998
 4 Series,2017,Semi-Auto,13273,Diesel,145,65.7,2,19998
 5 Series,2018,Semi-Auto,24141,Hybrid,140,156.9,2,25998
 X4,2019,Semi-Auto,9064,Diesel,150,42.8,2,33998
 5 Series,2018,Semi-Auto,26471,Petrol,150,39.2,3,28998
 5 Series,2019,Semi-Auto,11871,Diesel,150,62.8,2,27898
 5 Series,2017,Semi-Auto,20033,Diesel,150,65.7,2,22998
 1 Series,2020,Semi-Auto,934,Diesel,150,48.7,2,29998
 4 Series,2019,Semi-Auto,3214,Diesel,150,65.7,2,24998
 3 Series,2019,Semi-Auto,11300,Diesel,150,55.4,2,21998
 4 Series,2018,Semi-Auto,23358,Diesel,145,65.7,2,20998
 3 Series,2016,Semi-Auto,66362,Diesel,30,62.8,2,13998
 4 Series,2018,Semi-Auto,15600,Diesel,145,65.7,2,21998
 3 Series,2018,Semi-Auto,25329,Petrol,145,51.4,1.5,16291
 3 Series,2014,Semi-Auto,54335,Diesel,30,62.8,2,11891
 1 Series,2015,Semi-Auto,45000,Diesel,20,72.4,1.5,10991
 3 Series,2017,Automatic,58080,Hybrid,0,134.5,2,17498
 4 Series,2017,Semi-Auto,8333,Petrol,145,48.7,2,19998
 5 Series,2016,Semi-Auto,19218,Diesel,30,62.8,2,17498
 X1,2016,Automatic,13505,Diesel,125,57.6,2,18797
 3 Series,2016,Semi-Auto,25513,Diesel,145,56.5,3,16747
 3 Series,2017,Automatic,16844,Diesel,145,56.5,3,19047
 3 Series,2017,Manual,20829,Petrol,145,48.7,2,14050
 5 Series,2016,Semi-Auto,44002,Diesel,20,68.9,2,13991
 1 Series,2016,Manual,7000,Diesel,30,65.7,2,14991
 1 Series,2016,Manual,24000,Diesel,30,65.7,2,13491
 1 Series,2017,Manual,19167,Diesel,20,68.9,2,12491
 2 Series,2015,Manual,46200,Petrol,30,54.3,1.5,11679
 3 Series,2013,Manual,49102,Diesel,125,57.6,2,10170
 2 Series,2017,Semi-Auto,18652,Diesel,145,65.7,2,15750
 1 Series,2016,Semi-Auto,31453,Diesel,20,67.3,2,13895
 1 Series,2018,Manual,18712,Diesel,145,50.4,2,13295
 5 Series,2015,Semi-Auto,40750,Diesel,160,50.4,3,17000
 3 Series,2015,Manual,61443,Petrol,200,39.8,2,13000
 2 Series,2018,Manual,5898,Petrol,145,42.2,1.5,16998
 2 Series,2015,Semi-Auto,24859,Petrol,260,37.2,3,18998
 2 Series,2019,Manual,3935,Petrol,150,40.9,1.5,16998
 3 Series,2017,Semi-Auto,23505,Diesel,145,64.2,2,18995
 2 Series,2014,Manual,31289,Diesel,30,62.8,2,11999
 2 Series,2014,Manual,31289,Diesel,30,62.8,2,11999
 2 Series,2018,Semi-Auto,5346,Petrol,145,39.8,1.5,17498
 X1,2017,Semi-Auto,32217,Diesel,145,55.4,2,18998
 3 Series,2014,Manual,31826,Diesel,125,57.6,2,12998
 X4,2016,Semi-Auto,62862,Diesel,205,47.9,3,20998
 3 Series,2017,Semi-Auto,38328,Petrol,150,51.4,2,14498
 5 Series,2018,Semi-Auto,30810,Diesel,150,60.1,3,25998
 1 Series,2019,Semi-Auto,9739,Diesel,145,67.3,2,19498
 X1,2017,Semi-Auto,28686,Diesel,125,57.6,2,18998
 2 Series,2018,Manual,20001,Petrol,150,50.4,1.5,14998
 8 Series,2019,Automatic,4075,Petrol,145,26.7,3,69898
 3 Series,2019,Semi-Auto,8765,Petrol,145,41.5,2,29998
 8 Series,2019,Semi-Auto,3185,Petrol,145,24.4,4.4,84898
 M4,2019,Semi-Auto,8124,Petrol,145,34,3,44898
 X5,2016,Automatic,12525,Diesel,200,47.1,3,32998
 5 Series,2019,Semi-Auto,11675,Diesel,145,56.5,3,30998
 2 Series,2018,Semi-Auto,5877,Petrol,145,40.9,1.5,17998
 3 Series,2019,Semi-Auto,11917,Diesel,150,52.3,2,25898
 3 Series,2019,Semi-Auto,1250,Petrol,145,42.2,2,28898
 3 Series,2017,Semi-Auto,40238,Diesel,145,53.3,3,19898
 5 Series,2017,Semi-Auto,11896,Diesel,30,65.7,2,23898
 1 Series,2017,Semi-Auto,17640,Diesel,145,65.7,2,17498
 2 Series,2016,Manual,16793,Petrol,30,57.6,1.5,12498
 3 Series,2017,Semi-Auto,32000,Diesel,145,62.8,2,17998
 7 Series,2018,Semi-Auto,22892,Petrol,145,41.5,3,25998
 8 Series,2019,Semi-Auto,7903,Diesel,145,38.2,3,67898
 1 Series,2017,Semi-Auto,16875,Petrol,145,39.8,3,20498
 4 Series,2019,Semi-Auto,11032,Diesel,145,65.7,2,21998
 1 Series,2018,Manual,5953,Petrol,150,53.3,1.5,15498
 1 Series,2017,Semi-Auto,12102,Diesel,0,78.5,1.5,13698
 5 Series,2017,Semi-Auto,13970,Diesel,145,65.7,2,23998
 6 Series,2016,Semi-Auto,19366,Petrol,260,36.7,3,22798
 M4,2018,Semi-Auto,7732,Petrol,145,34,3,36498
 X1,2017,Semi-Auto,18798,Diesel,145,55.4,2,19498
 2 Series,2017,Semi-Auto,30330,Diesel,145,64.2,2,15998
 4 Series,2018,Semi-Auto,27198,Diesel,145,65.7,2,19498
 1 Series,2017,Manual,28831,Diesel,145,65.7,2,14498
 X1,2014,Semi-Auto,68647,Diesel,160,52.3,2,9998
 1 Series,2017,Semi-Auto,20336,Petrol,200,39.8,3,20250
 6 Series,2016,Automatic,37868,Diesel,160,51.4,3,18737
 3 Series,2017,Automatic,17521,Diesel,145,53.3,3,20498
 3 Series,2016,Semi-Auto,27985,Hybrid,0,134.5,2,17298
 1 Series,2014,Manual,53872,Diesel,30,65.7,2,9460
 3 Series,2013,Automatic,73271,Diesel,145,55.4,3,10850
 X5,2015,Automatic,43271,Diesel,205,47.9,2,23491
 2 Series,2018,Manual,14534,Diesel,145,57.7,1.5,16798
 3 Series,2019,Automatic,9117,Diesel,145,54.3,2,23498
 5 Series,2016,Semi-Auto,29823,Diesel,160,51.4,3,17498
 1 Series,2015,Semi-Auto,67500,Diesel,20,67.3,2,11950
 X4,2016,Automatic,38900,Diesel,145,54.3,2,21995
 1 Series,2016,Semi-Auto,40000,Diesel,20,67.3,2,13950
 3 Series,2015,Semi-Auto,56000,Diesel,145,56.5,2,15195
 5 Series,2014,Semi-Auto,51565,Diesel,160,51.4,2,15495
 X2,2019,Semi-Auto,5743,Petrol,145,38.7,2,23890
 1 Series,2016,Manual,68985,Diesel,20,68.9,2,11498
 3 Series,2018,Semi-Auto,16149,Petrol,145,51.4,1.5,17498
 M2,2019,Semi-Auto,25,Petrol,145,29.1,3,48898
 5 Series,2017,Semi-Auto,20657,Diesel,145,60.1,2,24498
 X1,2016,Manual,13612,Diesel,125,60.1,2,16998
 X5,2019,Semi-Auto,10,Diesel,145,37.7,3,58898
 X4,2020,Semi-Auto,2679,Petrol,145,26.9,3,43898
 1 Series,2016,Manual,24997,Petrol,260,36.2,3,18998
 X5,2019,Semi-Auto,7101,Diesel,145,37.7,3,49998
 2 Series,2015,Semi-Auto,11711,Petrol,260,37.2,3,19898
 5 Series,2017,Semi-Auto,46954,Diesel,145,60.1,3,23898
 M4,2019,Semi-Auto,25,Petrol,145,34,3,45898
 1 Series,2016,Manual,26447,Petrol,300,35.3,3,17898
 X1,2016,Semi-Auto,26821,Petrol,160,44.8,2,20998
 1 Series,2017,Manual,19217,Petrol,150,52.3,1.5,15498
 i3,2017,Automatic,41146,Hybrid,0,470.8,0,19998
 3 Series,2017,Semi-Auto,24059,Diesel,150,53.3,3,19998
 i3,2017,Automatic,10839,Hybrid,0,470.8,0,21898
 3 Series,2019,Semi-Auto,10707,Diesel,150,52.3,2,26898
 3 Series,2019,Semi-Auto,10785,Diesel,150,54.3,2,23298
 3 Series,2019,Semi-Auto,10035,Petrol,145,41.5,2,29998
 M4,2019,Semi-Auto,5650,Petrol,145,32.5,3,47898
 2 Series,2019,Automatic,6375,Diesel,145,61.4,2,23898
 4 Series,2019,Semi-Auto,6123,Diesel,150,49.6,3,30898
 6 Series,2014,Semi-Auto,64215,Diesel,160,49.6,3,17898
 X2,2019,Semi-Auto,3770,Diesel,145,50.4,2,27898
 X5,2018,Automatic,33012,Petrol,150,29.1,4.4,36898
 3 Series,2017,Semi-Auto,30824,Hybrid,140,134.5,2,19898
 M4,2019,Semi-Auto,19322,Petrol,150,34,3,40950
 X1,2017,Manual,34625,Diesel,150,60.1,2,17900
 4 Series,2015,Manual,33755,Petrol,160,44.8,2,13995
 3 Series,2013,Manual,56423,Petrol,200,40.4,2,10200
 5 Series,2017,Semi-Auto,34779,Diesel,150,62.8,2,21440
 5 Series,2016,Semi-Auto,45356,Diesel,160,51.4,3,18385
 4 Series,2018,Semi-Auto,10291,Diesel,150,65.7,2,21840
 3 Series,2015,Semi-Auto,57377,Diesel,165,51.4,3,16480
 5 Series,2016,Semi-Auto,50492,Diesel,30,62.8,2,15485
 5 Series,2019,Semi-Auto,16128,Diesel,145,60.1,2,26798
 3 Series,2019,Manual,612,Diesel,145,54.3,2,32995
 4 Series,2016,Semi-Auto,22254,Petrol,200,41.5,3,23990
 2 Series,2016,Semi-Auto,20348,Petrol,200,39.8,3,21490
 X3,2019,Semi-Auto,1704,Diesel,145,54.3,2,39500
 X3,2019,Semi-Auto,105,Diesel,145,54.3,2,39500
 X3,2019,Semi-Auto,2367,Diesel,145,54.3,2,36900
 X2,2018,Semi-Auto,3391,Diesel,145,61.4,2,23900
 3 Series,2018,Semi-Auto,17892,Diesel,145,60.1,2,20000
 X7,2019,Semi-Auto,9200,Diesel,145,31.4,3,74990
 X5,2019,Semi-Auto,10,Diesel,150,37.7,3,54900
 X1,2017,Semi-Auto,36885,Diesel,125,60.1,2,17790
 6 Series,2019,Semi-Auto,2500,Petrol,150,42.8,2,32000
 X1,2017,Semi-Auto,5020,Diesel,145,60.1,2,21998
