model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 C Class,2017,Semi-Auto,20618,Diesel,30,64.2,2.1,18498
 S Class,2015,Semi-Auto,17168,Diesel,200,48.7,3,27998
 C Class,2019,Semi-Auto,15536,Petrol,145,47.1,1.5,24998
 C Class,2019,Semi-Auto,16103,Petrol,145,47.1,1.5,24998
 C Class,2019,Semi-Auto,14576,Petrol,145,46.3,1.5,21998
 C Class,2018,Semi-Auto,6198,Diesel,145,54.3,2,29498
 E Class,2019,Semi-Auto,15316,Diesel,145,72.4,2,24498
 S Class,2015,Semi-Auto,15293,Diesel,200,48.7,3,28498
 E Class,2016,Semi-Auto,16843,Diesel,145,54.3,3,20998
 E Class,2016,Semi-Auto,18718,Diesel,145,54.3,3,19998
 E Class,2016,Semi-Auto,26707,Diesel,145,54.3,3,20298
 E Class,2016,Semi-Auto,36107,Diesel,160,51.4,3,19498
 C Class,2016,Semi-Auto,24756,Diesel,30,64.2,2.1,19498
 E Class,2017,Semi-Auto,29816,Diesel,145,61.4,2,20998
 E Class,2016,Semi-Auto,29833,Diesel,160,51.4,3,21498
 E Class,2016,Semi-Auto,42334,Diesel,30,65.7,2,19698
 GL Class,2015,Semi-Auto,36281,Diesel,330,36.2,3,31998
 E Class,2015,Semi-Auto,22877,Diesel,150,54.3,3,19498
 GLE Class,2016,Semi-Auto,19574,Diesel,240,42.8,3,30998
 CL Class,2014,Semi-Auto,42514,Diesel,30,62.8,2.1,15998
 C Class,2016,Semi-Auto,36587,Hybrid,0,134.5,2,17998
 SLK,2015,Semi-Auto,21624,Diesel,145,56.5,2,14298
 A Class,2017,Manual,47412,Diesel,20,68.9,1.5,15498
 GLC Class,2016,Semi-Auto,23349,Diesel,125,56.5,2.1,21500
 C Class,2016,Manual,19864,Diesel,20,70.6,2.1,14698
 C Class,2016,Manual,22117,Petrol,125,53.3,2,13998
 C Class,2015,Semi-Auto,43331,Diesel,20,64.2,2.1,14698
 A Class,2019,Manual,2810,Petrol,145,28.5,1.3,18498
 B Class,2014,Manual,24510,Diesel,30,61.4,1.5,9998
 GLE Class,2017,Semi-Auto,16647,Diesel,205,47.9,2.1,34998
 C Class,2014,Semi-Auto,51929,Diesel,145,53.3,2.1,10498
 A Class,2016,Manual,24569,Diesel,20,68.9,1.5,14998
 GLA Class,2014,Semi-Auto,64001,Diesel,145,55.4,2.1,14998
 A Class,2018,Semi-Auto,6340,Petrol,145,53.3,1.3,19998
 C Class,2016,Automatic,25107,Hybrid,0,134.5,2,19698
 A Class,2018,Semi-Auto,15597,Diesel,145,68.9,2.1,17498
 C Class,2017,Semi-Auto,20491,Hybrid,135,74.3,2.1,22498
 C Class,2015,Manual,52792,Diesel,20,72.4,1.6,11998
 GLC Class,2018,Semi-Auto,12517,Diesel,145,45.6,3,32498
 C Class,2016,Semi-Auto,29201,Diesel,30,64.2,1.6,16298
 A Class,2013,Manual,13680,Petrol,125,51.4,1.6,11998
 GLC Class,2016,Semi-Auto,37045,Diesel,125,56.5,2.1,20998
 E Class,2018,Semi-Auto,25454,Diesel,150,72.4,2,21498
 GLC Class,2017,Semi-Auto,17967,Diesel,150,56.5,2.1,25498
 CL Class,2014,Semi-Auto,37208,Diesel,30,62.8,2.1,16995
 GLE Class,2017,Semi-Auto,28297,Diesel,200,47.9,2.1,28500
 A Class,2016,Manual,16349,Diesel,20,72.4,1.5,13900
 CL Class,2015,Semi-Auto,18982,Diesel,20,67.3,2.1,18498
 GLE Class,2017,Semi-Auto,9949,Diesel,205,47.9,2.1,31498
 C Class,2016,Automatic,42062,Petrol,125,50.4,2,15698
 C Class,2015,Semi-Auto,43883,Diesel,125,60.1,2.1,16998
 GLA Class,2015,Semi-Auto,30154,Diesel,125,55.4,2.1,17498
 C Class,2017,Semi-Auto,42036,Diesel,20,67.3,2.1,20998
 C Class,2016,Semi-Auto,23429,Hybrid,0,122.8,2,20998
 C Class,2017,Automatic,20764,Diesel,150,58.9,2.1,16498
 B Class,2017,Semi-Auto,21306,Diesel,145,68.9,2.1,15998
 C Class,2013,Semi-Auto,31706,Diesel,145,53.3,2.1,11998
 E Class,2018,Semi-Auto,9252,Petrol,145,33.6,3,32498
 CL Class,2017,Automatic,39643,Diesel,20,67.3,2.1,19295
 E Class,2017,Automatic,26355,Diesel,145,65.7,2,21950
 C Class,2019,Semi-Auto,10000,Diesel,145,61.4,2,24495
 GLC Class,2016,Automatic,40343,Diesel,125,56.5,2.1,24995
 C Class,2016,Semi-Auto,26413,Diesel,20,64.2,2.1,18990
 GLC Class,2018,Semi-Auto,16776,Diesel,145,56.5,2.1,27590
 E Class,2013,Semi-Auto,82312,Diesel,145,55.4,2.1,9495
 GLA Class,2017,Semi-Auto,9000,Diesel,145,56.5,2.1,22750
 GLA Class,2016,Semi-Auto,21512,Petrol,200,43.5,2,21595
 C Class,2015,Semi-Auto,50374,Diesel,20,65.7,2.1,12495
 V Class,2018,Manual,23694,Diesel,145,46.3,2.1,20498
 V Class,2018,Manual,24164,Diesel,145,46.3,2.1,19498
 C Class,2015,Semi-Auto,42471,Hybrid,0,76.4,2.1,17498
 C Class,2016,Manual,41974,Diesel,20,68.9,2.1,16198
 V Class,2018,Manual,23128,Diesel,145,46.3,2.1,20498
 S Class,2016,Semi-Auto,17624,Diesel,200,47.9,3,30498
 C Class,2017,Semi-Auto,16291,Petrol,145,50.4,2,17998
 V Class,2018,Manual,27222,Diesel,145,46.3,2.1,19998
 V Class,2016,Manual,21981,Diesel,200,46.3,2.1,17998
 V Class,2018,Manual,20138,Diesel,145,46.3,2.1,20498
 B Class,2017,Manual,35881,Diesel,20,68.9,1.5,13498
 GLE Class,2017,Semi-Auto,15626,Diesel,265,42.8,3,29998
 GLC Class,2017,Semi-Auto,40949,Diesel,125,56.5,2.1,20998
 E Class,2017,Semi-Auto,31750,Diesel,145,61.4,2,21498
 GLA Class,2015,Semi-Auto,25909,Diesel,125,56.5,2.1,17498
 A Class,2014,Manual,63177,Diesel,30,64.2,2.1,10498
 GLA Class,2014,Semi-Auto,45231,Petrol,235,37.7,2,20498
 C Class,2016,Semi-Auto,43014,Diesel,30,64.2,2.1,16998
 E Class,2017,Semi-Auto,25152,Diesel,145,72.4,2,19698
 C Class,2017,Semi-Auto,9676,Diesel,145,65.7,2.1,25798
 C Class,2018,Semi-Auto,7894,Diesel,145,60.1,2.1,20498
 C Class,2015,Manual,38438,Diesel,20,70.6,2.1,13498
 E Class,2015,Semi-Auto,34464,Diesel,145,53.3,3,17998
 GLA Class,2016,Semi-Auto,19696,Diesel,125,56.5,2.1,18998
 B Class,2019,Semi-Auto,7214,Diesel,145,55.4,2,21998
 CLS Class,2019,Semi-Auto,4001,Diesel,145,47.9,2.9,40998
 CLS Class,2015,Semi-Auto,44143,Diesel,160,51.4,3,19698
 C Class,2019,Semi-Auto,19204,Diesel,150,61.4,2,23498
 GLE Class,2017,Semi-Auto,47120,Diesel,200,47.9,2.1,26998
 GLC Class,2016,Semi-Auto,36240,Diesel,125,56.5,2.1,20998
 C Class,2016,Manual,21945,Petrol,125,53.3,2,14498
 E Class,2017,Semi-Auto,21929,Diesel,30,65.7,2,20998
 V Class,2018,Manual,27222,Diesel,145,46.3,2.1,19998
 V Class,2016,Manual,21981,Diesel,200,46.3,2.1,17998
 A Class,2014,Semi-Auto,29670,Diesel,20,68.9,2.1,13998
 C Class,2019,Semi-Auto,2195,Diesel,145,61.4,2,29498
 GLC Class,2016,Semi-Auto,27894,Diesel,125,56.5,2.1,21998
 A Class,2019,Semi-Auto,11578,Petrol,150,53.3,1.3,21998
 GLE Class,2017,Semi-Auto,18855,Diesel,200,47.9,2.1,28998
 C Class,2015,Automatic,55000,Diesel,30,64.2,2.1,12495
 E Class,2017,Semi-Auto,54028,Diesel,150,65.7,2,19498
 GLE Class,2017,Semi-Auto,12122,Diesel,145,47.9,2.1,31298
 CLS Class,2016,Semi-Auto,25536,Diesel,160,51.4,3,22998
 A Class,2017,Manual,24388,Diesel,20,68.9,1.5,16798
 A Class,2017,Manual,35295,Diesel,20,68.9,1.5,15498
 CL Class,2015,Manual,29901,Petrol,125,50.4,1.6,15998
 A Class,2014,Semi-Auto,58500,Diesel,30,65.7,1.8,10998
 V Class,2018,Manual,26973,Diesel,145,46.3,2.1,19998
 A Class,2013,Semi-Auto,27415,Petrol,160,44.1,2,15498
 C Class,2016,Semi-Auto,38830,Diesel,20,64.2,2.1,16998
 C Class,2015,Semi-Auto,32409,Diesel,30,64.2,2.1,16798
 A Class,2015,Manual,32648,Diesel,0,74.3,1.5,11498
 CL Class,2013,Manual,64000,Petrol,125,50.4,1.6,11460
 C Class,2016,Semi-Auto,49494,Diesel,30,64.2,2.1,13991
 GLA Class,2018,Automatic,18462,Petrol,145,42.8,2,20810
 GLA Class,2016,Semi-Auto,36152,Diesel,125,56.5,2.1,16130
 A Class,2015,Manual,34119,Diesel,20,70.6,1.5,12380
 V Class,2018,Manual,22740,Diesel,145,46.3,2.1,20998
 A Class,2013,Semi-Auto,29698,Diesel,30,64.2,2.1,13998
 CLS Class,2015,Semi-Auto,39858,Diesel,125,56.5,2.1,16498
 GLA Class,2015,Semi-Auto,25585,Diesel,125,56.5,2.1,17998
 GLC Class,2016,Semi-Auto,16840,Diesel,125,56.5,2.1,24498
 B Class,2013,Semi-Auto,34837,Diesel,30,64.2,1.8,9998
 GLC Class,2017,Semi-Auto,32902,Diesel,125,56.5,2.1,23498
 C Class,2017,Semi-Auto,26179,Diesel,145,60.1,2.1,18498
 A Class,2018,Manual,8601,Petrol,145,51.4,1.6,17498
 B Class,2016,Manual,25726,Diesel,20,68.9,1.5,13498
 GLA Class,2017,Manual,32917,Diesel,30,64.2,2.1,16498
 S Class,2019,Semi-Auto,100,Petrol,145,40.9,3,60998
 GLC Class,2017,Semi-Auto,44847,Diesel,125,56.5,2.1,24998
 E Class,2014,Semi-Auto,80084,Diesel,30,58.9,2.1,9500
 E Class,2016,Semi-Auto,17078,Diesel,165,50.4,3,21498
 C Class,2019,Semi-Auto,10357,Diesel,145,61.4,2,23998
 E Class,2015,Semi-Auto,33659,Petrol,240,39.2,3.5,19700
 E Class,2016,Semi-Auto,27361,Diesel,125,56.5,2.1,17000
 M Class,2014,Semi-Auto,48928,Diesel,200,46.3,2.1,18500
 M Class,2013,Semi-Auto,57367,Diesel,200,44.8,2.1,16300
 GLA Class,2018,Semi-Auto,10808,Diesel,145,56.5,2.1,23000
 B Class,2013,Manual,54257,Diesel,30,61.4,1.5,8200
 A Class,2019,Semi-Auto,7864,Petrol,145,53.3,1.3,23000
 GLC Class,2017,Semi-Auto,15334,Diesel,145,56.5,2.1,25800
 V Class,2018,Manual,11323,Diesel,145,46.3,2.1,20998
 A Class,2019,Semi-Auto,18881,Diesel,145,67.3,1.5,20998
 E Class,2015,Semi-Auto,15048,Diesel,160,51.4,3,21298
 CL Class,2019,Semi-Auto,13953,Diesel,145,51.4,2.2,25498
 C Class,2019,Semi-Auto,5116,Diesel,145,61.4,2,28998
 GLA Class,2017,Semi-Auto,47465,Diesel,145,64.2,2.1,17998
 C Class,2019,Semi-Auto,15009,Petrol,145,47.1,1.5,24998
 C Class,2018,Semi-Auto,6787,Diesel,145,57.7,2,27998
 SL CLASS,2016,Semi-Auto,10643,Diesel,30,70.6,2.1,20498
 E Class,2018,Semi-Auto,9783,Petrol,145,31.7,3,47998
 E Class,2018,Semi-Auto,16089,Diesel,145,65.7,2,22998
 CLS Class,2017,Semi-Auto,27354,Diesel,160,49.6,3,23998
 E Class,2016,Semi-Auto,22284,Diesel,145,54.3,3,20698
 GLS Class,2017,Semi-Auto,7517,Diesel,145,37.2,3,43498
 CLS Class,2016,Semi-Auto,7675,Diesel,160,49.6,3,23998
 E Class,2016,Semi-Auto,32107,Diesel,160,52.3,3,18998
 E Class,2016,Semi-Auto,26780,Diesel,160,52.3,3,19298
 GLE Class,2017,Semi-Auto,22052,Diesel,200,47.9,2.1,29698
 E Class,2017,Semi-Auto,20239,Diesel,160,52.3,3,21998
 C Class,2017,Semi-Auto,27493,Hybrid,0,78.5,2.1,18998
 C Class,2018,Semi-Auto,15075,Petrol,145,50.4,2,18998
 E Class,2017,Semi-Auto,35494,Diesel,145,61.4,2,20498
 CLS Class,2017,Semi-Auto,36402,Diesel,160,51.4,3,22698
 C Class,2016,Manual,49761,Diesel,20,68.9,2.1,13690
 A Class,2017,Manual,14122,Petrol,150,51.4,1.6,14490
 E Class,2014,Semi-Auto,23226,Diesel,30,58.9,2.1,13490
 C Class,2014,Semi-Auto,31801,Diesel,20,64.2,2.1,14490
 A Class,2018,Semi-Auto,22923,Petrol,150,40.9,2,29990
 GLC Class,2019,Semi-Auto,5830,Diesel,150,40.9,2,33990
 C Class,2014,Semi-Auto,59884,Diesel,30,64.2,2.1,14780
 C Class,2017,Semi-Auto,52519,Diesel,30,64.2,1.6,16922
 C Class,2017,Semi-Auto,42000,Diesel,30,64.2,2.1,18350
 C Class,2016,Automatic,28192,Diesel,30,64.2,2.1,17595
 E Class,2016,Semi-Auto,37181,Diesel,160,51.4,3,20998
 SL CLASS,2016,Semi-Auto,35595,Diesel,30,70.6,2.1,18698
 E Class,2017,Semi-Auto,16016,Diesel,145,72.4,2,20998
 SL CLASS,2016,Semi-Auto,14035,Diesel,30,70.6,2.1,20298
 E Class,2015,Semi-Auto,27688,Diesel,160,51.4,3,20498
 GLE Class,2016,Semi-Auto,27307,Diesel,200,47.9,2.1,25998
 CLS Class,2014,Semi-Auto,25696,Diesel,165,52.3,3,19998
 C Class,2015,Semi-Auto,46155,Diesel,30,64.2,2.1,16315
 B Class,2019,Semi-Auto,13744,Petrol,145,45.6,1.3,19998
 V Class,2018,Manual,23415,Diesel,145,46.3,2.1,19990
 E Class,2017,Semi-Auto,43500,Diesel,145,61.4,2,18990
 A Class,2014,Semi-Auto,41362,Petrol,145,49.6,1.6,12990
 GLA Class,2018,Semi-Auto,24508,Petrol,145,48.7,1.6,19990
 GLE Class,2016,Semi-Auto,30772,Diesel,300,39.2,3,31390
 C Class,2017,Automatic,6668,Diesel,145,58.9,2.1,24990
 V Class,2017,Semi-Auto,41298,Diesel,205,45.6,2.2,29998
 S Class,2015,Semi-Auto,10284,Diesel,205,47.9,3,28998
 C Class,2019,Semi-Auto,8520,Diesel,145,61.4,2,29998
 CLS Class,2016,Semi-Auto,34056,Diesel,160,51.4,3,21398
 CLS Class,2016,Semi-Auto,14466,Diesel,160,51.4,3,22498
 A Class,2019,Semi-Auto,6354,Diesel,145,65.7,1.5,20998
 S Class,2019,Semi-Auto,10500,Petrol,145,34.5,3,59998
 CLS Class,2016,Semi-Auto,30496,Diesel,160,51.4,3,21998
 CLS Class,2016,Semi-Auto,23636,Diesel,160,51.4,3,22498
 C Class,2015,Semi-Auto,24923,Diesel,30,64.2,2.1,17636
 E Class,2017,Semi-Auto,25326,Diesel,145,72.4,2,18990
 A Class,2019,Automatic,12046,Diesel,145,67.3,1.5,21290
 A Class,2017,Semi-Auto,17603,Petrol,125,53.3,1.6,13990
 C Class,2019,Automatic,7716,Petrol,145,45.6,1.5,21980
 C Class,2019,Automatic,1647,Petrol,145,45.6,1.5,23990
 C Class,2019,Semi-Auto,5572,Petrol,145,45.6,1.5,21980
 GLE Class,2019,Automatic,8351,Diesel,145,32.8,3,44990
 S Class,2015,Semi-Auto,30554,Diesel,200,48.7,3,27998
 GLE Class,2015,Semi-Auto,22651,Diesel,300,39.2,3,34998
 E Class,2017,Semi-Auto,20044,Diesel,145,61.4,2,21998
 M Class,2015,Semi-Auto,37484,Diesel,300,39.2,3,22498
 B Class,2014,Semi-Auto,16378,Diesel,20,68.9,1.5,9998
 GLS Class,2019,Semi-Auto,18717,Diesel,145,34,3,54990
 E Class,2018,Semi-Auto,11052,Diesel,145,65.7,2,24490
 C Class,2014,Semi-Auto,19562,Petrol,570,23.5,6.2,28990
 A Class,2016,Manual,19715,Diesel,30,62.8,2.1,15990
 A Class,2018,Manual,15049,Diesel,145,62.8,2.1,17490
 E Class,2014,Semi-Auto,49491,Diesel,125,57.7,2.1,13990
 GLE Class,2019,Automatic,10974,Diesel,145,36.7,3,43990
 GLE Class,2019,Semi-Auto,14026,Diesel,145,36.7,3,43490
 GLE Class,2017,Semi-Auto,22539,Diesel,145,47.9,2.1,30498
 C Class,2019,Automatic,101,Diesel,145,61.4,2,27990
 A Class,2020,Automatic,3521,Diesel,145,56.5,2,22490
 CL Class,2020,Semi-Auto,2459,Petrol,145,44.1,1.3,27480
 C Class,2020,Semi-Auto,101,Diesel,145,64.2,2,29950
 C Class,2017,Semi-Auto,27424,Diesel,145,65.7,2.1,14990
 GLE Class,2017,Semi-Auto,8581,Diesel,145,42.8,3,31990
 C Class,2020,Automatic,2985,Diesel,145,51.4,2,31950
 C Class,2016,Semi-Auto,36051,Diesel,30,65.7,2.1,20990
 GLE Class,2017,Semi-Auto,22067,Hybrid,135,76.4,3,34950
 GLA Class,2015,Semi-Auto,60216,Diesel,125,55.4,2.1,15390
 E Class,2017,Semi-Auto,40789,Diesel,145,72.4,2,17990
 V Class,2020,Semi-Auto,2859,Diesel,145,36.2,2,43950
 C Class,2020,Semi-Auto,101,Diesel,145,48.7,2,29950
 E Class,2020,Automatic,2568,Diesel,145,42.8,2,33950
 B Class,2019,Automatic,1440,Diesel,145,55.4,2,24950
 C Class,2018,Semi-Auto,9699,Petrol,145,44.1,2,25990
 A Class,2020,Manual,4001,Petrol,145,47.1,1.3,21750
 A Class,2020,Manual,2896,Petrol,145,47.1,1.3,21750
 CL Class,2017,Manual,32282,Petrol,145,51.4,1.6,16490
 C Class,2015,Automatic,12659,Petrol,300,34.5,4,36990
 S Class,2017,Semi-Auto,6200,Diesel,150,52.3,3,40990
 E Class,2015,Semi-Auto,39530,Diesel,145,54.3,3,18998
 S Class,2016,Semi-Auto,23743,Diesel,200,47.9,3,30998
 C Class,2017,Semi-Auto,23690,Diesel,125,58.9,2.1,19998
 E Class,2017,Semi-Auto,19249,Diesel,145,65.7,2,21998
 SL CLASS,2016,Semi-Auto,30269,Diesel,30,70.6,2.1,18698
 E Class,2016,Semi-Auto,35665,Diesel,145,54.3,3,19998
 C Class,2013,Semi-Auto,30035,Petrol,160,44.8,1.6,11998
 C Class,2017,Semi-Auto,22349,Petrol,145,50.4,2,17998
 CLS Class,2016,Semi-Auto,13720,Diesel,165,51.4,3,22998
 C Class,2013,Semi-Auto,41921,Petrol,145,47.9,1.6,9490
 C Class,2017,Semi-Auto,35488,Diesel,20,65.7,2.1,15690
 A Class,2017,Manual,18332,Petrol,125,51.4,1.6,13790
 C Class,2017,Manual,41647,Diesel,20,65.7,2.1,14990
 E Class,2016,Semi-Auto,23543,Diesel,160,51.4,3,19990
 C Class,2018,Semi-Auto,11810,Diesel,145,61.4,2.1,19490
 C Class,2019,Semi-Auto,2000,Diesel,145,57.7,2,28990
 A Class,2019,Semi-Auto,4692,Diesel,145,65.7,1.3,20950
 C Class,2017,Semi-Auto,23523,Diesel,125,60.1,2.1,19250
 E Class,2016,Automatic,49521,Diesel,160,51.4,3,22990
 A Class,2016,Manual,25623,Petrol,200,41.5,2,16450
 A Class,2019,Automatic,6954,Diesel,145,67.3,1.5,21990
 GLC Class,2018,Semi-Auto,10833,Diesel,145,56.5,2.1,26480
 C Class,2017,Semi-Auto,22485,Hybrid,0,74.3,2.1,20790
 GLE Class,2019,Automatic,5214,Diesel,145,32.5,3,53990
 GLC Class,2016,Semi-Auto,59442,Diesel,125,56.5,2.1,19490
 GLC Class,2018,Semi-Auto,21734,Diesel,150,56.5,2.1,27990
 GLA Class,2017,Semi-Auto,18847,Petrol,150,50.4,1.6,18998
 CLS Class,2016,Semi-Auto,33026,Diesel,165,51.4,3,20498
 CLS Class,2015,Semi-Auto,41955,Diesel,165,51.4,3,20498
 CLS Class,2016,Semi-Auto,35474,Diesel,165,51.4,3,21498
 GLA Class,2017,Semi-Auto,20954,Diesel,150,67.3,2.1,18698
 CLS Class,2016,Semi-Auto,34544,Diesel,165,49.6,3,22998
 GLS Class,2020,Semi-Auto,2596,Diesel,145,30.4,3,66990
 C Class,2020,Automatic,3458,Petrol,145,46.3,1.5,28990
 GLC Class,2019,Automatic,7977,Diesel,145,56.5,2.1,31990
 C Class,2016,Semi-Auto,19598,Petrol,125,53.3,2,14450
 GLC Class,2017,Semi-Auto,25782,Diesel,145,56.5,2.1,27990
 C Class,2016,Semi-Auto,38087,Diesel,20,67.3,2.1,19690
 GLC Class,2018,Semi-Auto,10638,Petrol,145,34,3,38990
 A Class,2017,Semi-Auto,34553,Diesel,145,68.9,2.1,15590
 S Class,2019,Semi-Auto,14259,Diesel,145,52.3,3,45990
 GLE Class,2017,Semi-Auto,20925,Diesel,145,39.2,3,37950
 GLC Class,2018,Automatic,4841,Petrol,145,34,3,36850
 C Class,2019,Automatic,101,Diesel,145,55.4,2,30950
 A Class,2019,Automatic,2013,Petrol,145,22.6,4,99950
 S Class,2019,Automatic,1501,Diesel,145,41.5,3,54990
 C Class,2019,Automatic,7006,Petrol,145,47.1,1.5,24950
 C Class,2019,Automatic,10485,Petrol,145,47.1,1.5,25950
 GLC Class,2019,Automatic,3100,Diesel,145,43.5,2,34950
 GLC Class,2020,Automatic,3528,Diesel,145,44.8,2,32950
 GLC Class,2019,Automatic,2644,Diesel,145,40.9,2,35490
 B Class,2020,Automatic,3012,Diesel,145,55.4,2,23690
 GLE Class,2017,Automatic,17400,Diesel,145,42.8,3,27990
 A Class,2019,Semi-Auto,15059,Diesel,145,67.3,1.5,20990
 CL Class,2019,Semi-Auto,13501,Diesel,145,51.4,2.2,24990
 C Class,2018,Semi-Auto,1871,Petrol,145,44.1,1.5,21990
 C Class,2015,Semi-Auto,32594,Diesel,20,64.2,2.1,14750
 GLE Class,2017,Automatic,23825,Diesel,145,42.8,3,27950
 GLE Class,2017,Automatic,25906,Diesel,145,42.8,3,27790
 A Class,2019,Semi-Auto,11712,Diesel,145,67.3,1.5,21450
 A Class,2018,Semi-Auto,9748,Petrol,145,53.3,1.3,20295
 A Class,2018,Semi-Auto,12449,Petrol,145,53.3,1.3,18990
 A Class,2019,Semi-Auto,9191,Petrol,145,53.3,1.3,19990
 CLS Class,2019,Semi-Auto,7036,Diesel,145,48.7,2.9,36490
 CLS Class,2018,Semi-Auto,8123,Diesel,145,48.7,2.9,33990
 A Class,2019,Semi-Auto,6725,Diesel,145,68.9,1.5,18490
 A Class,2019,Semi-Auto,11597,Diesel,145,67.3,1.5,21450
 A Class,2018,Semi-Auto,15907,Diesel,145,65.7,1.5,17990
 A Class,2018,Semi-Auto,16196,Diesel,145,65.7,1.5,17990
 A Class,2018,Semi-Auto,12353,Petrol,145,53.3,1.3,19498
 GLC Class,2017,Semi-Auto,9444,Diesel,145,56.5,2.1,25498
 A Class,2015,Semi-Auto,24091,Diesel,20,68.9,2.1,13109
 E Class,2019,Semi-Auto,4158,Petrol,145,39.8,2,27990
 GLC Class,2019,Semi-Auto,8115,Diesel,145,56.5,2.1,29490
 A Class,2019,Semi-Auto,12456,Petrol,145,53.3,1.3,19990
 GLE Class,2015,Semi-Auto,47430,Diesel,200,47.9,2.1,21967
 C Class,2013,Semi-Auto,60948,Diesel,150,54.3,2.1,9798
 GLC Class,2016,Automatic,29884,Diesel,125,56.5,2.1,21998
 E Class,2018,Automatic,6286,Petrol,145,39.8,2,26998
 C Class,2016,Automatic,32769,Diesel,30,64.2,2.1,17998
 C Class,2017,Automatic,20949,Diesel,145,61.4,2.1,18998
 GLA Class,2014,Semi-Auto,53000,Diesel,145,55.4,2.1,15498
 E Class,2015,Semi-Auto,78000,Diesel,125,61.4,2.1,12691
 M Class,2014,Automatic,70308,Diesel,200,44.8,2.1,16087
 CLS Class,2013,Semi-Auto,85967,Diesel,200,46.3,3,11991
 SLK,2013,Automatic,51458,Diesel,145,56.5,2,9600
 C Class,2014,Semi-Auto,42879,Diesel,145,53.3,2.1,11791
 A Class,2015,Semi-Auto,67865,Diesel,20,68.9,2.1,10991
 A Class,2014,Semi-Auto,41700,Diesel,20,64.2,2.1,13251
 C Class,2016,Semi-Auto,36538,Diesel,30,65.7,1.6,13691
 B Class,2015,Semi-Auto,50501,Diesel,20,68.9,2.1,10991
 A Class,2016,Semi-Auto,10730,Diesel,20,70.6,2.1,15291
 B Class,2015,Semi-Auto,59492,Diesel,20,67.3,2.1,11991
 C Class,2018,Semi-Auto,20027,Diesel,150,60.1,2.1,19991
 B Class,2017,Semi-Auto,21742,Diesel,20,70.6,2.1,13291
 A Class,2016,Manual,35005,Diesel,30,62.8,2.1,14521
 A Class,2018,Semi-Auto,19561,Petrol,150,45.6,2,20991
 C Class,2017,Semi-Auto,17263,Diesel,30,65.7,2.1,23791
 C Class,2018,Semi-Auto,5659,Petrol,145,40.4,2,23498
 GL Class,2015,Semi-Auto,22548,Diesel,330,36.2,3,32998
 E Class,2017,Semi-Auto,17890,Diesel,160,52.3,3,20998
 C Class,2014,Manual,56000,Diesel,20,68.9,2.1,13491
 A Class,2016,Manual,21256,Diesel,30,62.8,2.1,15378
 GLA Class,2015,Semi-Auto,49626,Diesel,125,55.4,2.1,15990
 E Class,2017,Semi-Auto,20575,Petrol,145,40.4,2,26027
 GLS Class,2019,Automatic,11607,Diesel,145,37.2,3,44990
 GLA Class,2016,Semi-Auto,26193,Diesel,125,56.6,2.1,17991
 GLC Class,2019,Automatic,3439,Petrol,145,27.4,4,47484
 C Class,2017,Semi-Auto,61305,Diesel,150,65.7,1.6,13587
 A Class,2016,Semi-Auto,20866,Diesel,20,70.6,2.1,15597
 C Class,2015,Semi-Auto,55226,Diesel,30,64.2,2.1,16310
 E Class,2019,Automatic,4250,Petrol,145,31.7,3,49500
 C Class,2019,Automatic,1474,Petrol,145,29.1,3,44990
 E Class,2019,Automatic,7512,Diesel,145,72.4,2,25490
 B Class,2020,Automatic,4239,Diesel,145,55.4,2,21990
 A Class,2018,Semi-Auto,5322,Petrol,145,53.3,1.3,20991
 A Class,2019,Semi-Auto,10543,Diesel,145,68.9,1.5,19511
 C Class,2017,Semi-Auto,25296,Diesel,30,61.4,2.1,18200
 GLC Class,2017,Semi-Auto,33590,Diesel,145,56.5,2.1,27520
 E Class,2020,Semi-Auto,159,Diesel,145,45.6,3,45990
 C Class,2015,Semi-Auto,57066,Diesel,30,65.7,1.6,13621
 GLA Class,2016,Semi-Auto,20233,Diesel,125,56.6,2.1,17991
 A Class,2017,Semi-Auto,14951,Diesel,145,68.9,2.1,17047
 A Class,2017,Semi-Auto,17299,Petrol,200,40.9,2,27990
 CL Class,2015,Semi-Auto,30369,Diesel,20,62.8,2.1,14550
 A Class,2016,Semi-Auto,18914,Diesel,20,68.9,2.1,16411
 C Class,2017,Semi-Auto,29907,Diesel,145,64.2,2.1,16991
 GLC Class,2016,Semi-Auto,26065,Diesel,145,56.5,2.1,26320
 GLA Class,2018,Semi-Auto,18166,Diesel,145,56.5,2.1,20990
 A Class,2017,Semi-Auto,31775,Petrol,145,40.9,2,27490
 E Class,2016,Automatic,36188,Diesel,30,65.7,2,18300
 GLA Class,2018,Semi-Auto,11577,Diesel,145,67.3,2.1,18950
 GLC Class,2017,Semi-Auto,29929,Diesel,145,56.5,2.1,22750
 A Class,2019,Semi-Auto,4878,Petrol,145,53.3,1.3,21250
 GLE Class,2017,Semi-Auto,14156,Diesel,145,47.9,2.1,27950
 GLE Class,2016,Semi-Auto,63250,Diesel,145,32.5,3,29990
 E Class,2016,Automatic,32266,Diesel,160,51.4,3,21990
 C Class,2016,Semi-Auto,10542,Petrol,125,51.4,2,20490
 E Class,2015,Semi-Auto,59101,Diesel,160,51.4,2.1,14980
 GLS Class,2018,Automatic,10405,Diesel,145,37.2,3,43990
